ICAOIATAKEY,ICAOCODE,IATACODE,DESCRIPTION,LAT,LON
2503,FZAB,NLO,KINSHASA NDOLO,-4.326689,15.327342
3832,FANS,NLP,NELSPRUIT,-25.5,30.9138
2049,UKON,NLV,MYKOLAIV,47.0579,31.9198
2068,UTFN,NMA,NAMANGAN,,
383,CER4,NML,FORT MCMURRAY/MILDRED LAKE,,
2265,YNAP,NMR,NAPPA MERRIE,,
2349,ZGNN,NNG,NANNING WUXU,22.608267,108.172442
3934,ULAM,NNM,NARYAN-MAR,67.380537,53.051016
2643,VTCN,NNT,NAN,18.807914,100.783419
1891,YSNW,NOA,NOWRA,-34.9489,150.537
1314,EIKN,NOC,CONNAUGHT,53.910297,-8.818492
1807,EDWS,NOD,NORDEN-NORDDEICH,53.632221,7.191389
3592,MMNG,NOG,NOGALES,31.226083,-110.975831
4108,USRO,NOJ,NOYABRSK,63.110079,75.162243
3173,RPVM,NOP,MACTAN - CEBU,10.307542,123.979439
1232,FMNN,NOS,NOSY-BE FASCENE,-13.312067,48.314822
1054,NWWW,NOU,NOUMEA LA TONTOUTA,-22.014553,166.212972
1246,FNHU,NOV,HUAMBO,-12.808878,15.760547
1280,UNWW,NOZ,NOVOKUZNETSK,53.8114,86.8772
1061,NZNR,NPE,NAPIER,-39.465833,176.87
1060,NZNP,NPL,NEW PLYMOUTH,-39.008611,174.179167
2868,PNPS,NPS,FORD ISLAND NALF,,
2562,SAZN,NQN,NEUQUEN,-38.949,-68.155711
1859,EGBN,NQT,NOTTINGHAM,52.92,-1.079167
601,EGHQ,NQY,NEWQUAY,,
1863,EGDG,NQY,ST MAWGAN,50.440558,-4.995408
2266,YNAR,NRA,NARRANDERA,-34.7022,146.512
1808,EDWY,NRD,NORDERNEY,53.706822,7.230247
2271,YNRG,NRG,NARROGIN,,
3781,ESSP,NRK,NORRKOPING,58.586253,16.250622
1870,EGEN,NRL,NORTH RONALDSAY,59.3675,-2.43444
2179,EDLV,NRN,NIEDERRHEIN,51.602222,6.141944
205,TJNR,NRR,ROOSEVELT ROADS,18.2453,-65.6434
1752,RJAA,NRT,NEW TOKYO INTL,35.764722,140.386389
2273,YNSH,NSA,NOOSA,,
1205,FKYS,NSI,YAOUNDE NSIMALEN,3.722556,11.553269
1281,UOOO,NSK,NORILSK,69.311053,87.332183
2274,YNSM,NSM,NORSEMAN,,
1062,NZNS,NSN,NELSON,-41.298333,173.221111
2309,YSCO,NSO,SCONE,-32.0372,150.832
2381,VTSF,NST,NAKHON SI THAMMARAT,8.539617,99.944725
2362,LICZ,NSY,CATANIA SIGONELLA,37.401664,14.922358
1366,ENNO,NTB,NOTODDEN HEDDAL,59.565683,9.212222
3610,LFRS,NTE,NANTES ATLANTIQUE,47.153189,-1.610725
2338,YWLM,NTL,WILLIAMTOWN,-32.78,151.83
2275,YNTN,NTN,NORMANTON,-17.6836,141.07
4004,RJNW,NTQ,NOTO,37.293097,136.961853
3556,MMAN,NTR,MONTERREY DEL NORTE AIRPORT,25.865572,-100.237239
3838,FAPN,NTY,PILANESBURG,-25.333822,27.173358
2160,EDDN,NUE,NURNBERG,49.4987,11.066897
133,PAQT,NUI,NUIQSUT,70.21,-151.005556
116,PANU,NUL,NULATO,64.729444,-158.074167
2869,PNUL,NUL,NULATO,,
2278,YNUM,NUM,NUMBULWAR,,
2276,YNUB,NUR,NULLARBOR MOTEL,,
4109,USMU,NUX,NOVY URENGOY,66.041811,76.313938
2702,SKNV,NVA,NEIVA,2.95015,-75.294
2069,UTSA,NVI,NAVOI,40.1172,65.1708
1364,ENNK,NVK,NARVIK FRAMNES,68.435833,17.388056
871,LFQG,NVS,NEVERS FOURCHAMBAULT,47.002625,3.113333
3301,SBNF,NVT,NAVEGANTES-MINISTRO VICTOR,-26.879999,-48.65139
1215,FMCI,NWA,MOHELI,-12.298108,43.7664
468,EGSH,NWI,NORWICH,52.675833,1.282778
3698,USHN,NYA,NYAGAN,62.11,65.615
329,HKNI,NYE,NYERI,,
1776,DGSN,NYI,SUNYANI,7.361828,-2.328756
331,HKNY,NYK,NANYUKI,-0.067,37.033
402,USMM,NYM,NADYM,65.4809,72.6989
2280,YNYN,NYN,NYNGAN,,
3749,ESKN,NYO,STOCKHOLM SKAVSTA,58.788636,16.912189
639,FZRN,NYU,NYUNZU,,
4110,VYBG,NYU,BAGAN,21.178756,94.930169
1286,AYNZ,NZB,NADZAB,-6.569828,146.726242
3431,GUNZ,NZE,NZEREKORE KONIA,,
4097,ZBMZ,NZH,XIJIAO,,
2288,YORG,OAG,ORANGE,-33.3817,149.133
3983,OAIX,OAI,BAGRAM,34.5646,69.1554
3974,NZOU,OAM,OAMARU,-44.97,171.081667
3594,MMOX,OAX,OAXACA,16.999906,-96.726639
3928,OAZI,OAZ,BASTION,31.865556,64.195278
2182,EDMO,OBF,OBERPFAFFENHOFEN,48.081364,11.283067
275,RJCB,OBO,OBIHIRO,42.733333,143.217222
809,LFHO,OBS,AUBENAS ARDCHE MERIDIONALE,44.544236,4.372192
1970,PAOB,OBU,KOBUK,66.912222,-156.897222
1990,POBU,OBU,KOBUK,,
3367,SECO,OCC,COCA-FRANCISCO DE ORELLAN,-0.462886,-76.986842
425,LEBA,ODB,CORDOBA,37.842006,-4.848878
2285,YOOD,ODD,OODNADATTA,,
1326,EKOD,ODE,ODENSE,55.476664,10.330933
482,EGVO,ODH,ODIHAM,51.234139,-0.942825
343,2G4,ODM,GARRETT CO,,
266,UKOO,ODS,ODESSA,46.426767,30.676464
361,76S,ODW,LUPIEN,,
3762,ESNO,OER,ORNSKOLDSVIK,63.408339,18.990039
729,NSAS,OFU,OFU,,
2848,PHOG,OGG,KAHULUI,20.89865,-156.430458
3141,ROYN,OGN,YONAGUNI,24.466944,122.977778
2466,FTTB,OGR,BONGOR,,
1768,DAUU,OGX,OUARGLA,31.917223,5.412778
394,URMO,OGZ,VLADIKAVKAZ,43.2051,44.6066
1064,NZOH,OHA,OHAKEA,-40.206039,175.387808
885,LWOH,OHD,OHRID,41.179956,20.742325
2031,UHSH,OHH,OKHA,,
2496,FYOS,OHI,OSHAKATI,,
2030,UHOO,OHO,OKHOTSK,59.4101,143.057
1814,EDXY,OHR,WYK AUF FOHR,,
2916,OPKT,OHT,KOHAT,,
569,RJTO,OIM,OSHIMA,34.782033,139.360306
2426,RJEO,OIR,OKUSHIRI,42.071667,139.432911
2434,RJFO,OIT,OITA,33.479444,131.737222
3129,ROAH,OKA,NAHA,26.195814,127.645869
2441,RJKB,OKE,OKIERABU,27.425522,128.700903
602,EGXJ,OKH,COTTESMORE AB,52.735711,-0.648769
2937,RJNO,OKI,OKI,36.181125,133.324844
2940,RJOB,OKJ,OKAYAMA,34.756944,133.855278
4007,RJTY,OKO,YOKOTA AB,35.748492,139.348483
919,YYKI,OKR,YORKE ISLAND,-9.75703,143.411
3889,YBOK,OKY,OAKEY,-27.411389,151.735278
1367,ENOL,OLA,OERLAND,63.698908,9.604003
2367,LIEO,OLB,OLBIA COSTA SMERALDA,40.898661,9.517628
2283,YOLD,OLP,OLYMPIC DAM,-30.485,136.877
1264,FOOH,OMB,OMBOUE HOSPITAL,-1.574733,9.262694
119,PAOM,OME,NOME,64.512203,-165.445247
2818,OJMF,OMF,MAFRAQ,32.356353,36.259181
2809,OITR,OMH,UROMIYEH,37.6681,45.0687
3990,OOMX,OMM,MARMUL,,
3468,LQMO,OMO,MOSTAR,43.2829,17.845878
3480,LROD,OMR,ORADEA,47.025278,21.9025
1279,UNOO,OMS,OMSK/TSENTRAINY,54.967042,73.310514
2495,FYOA,OND,ONDANGWA,-17.8782,15.9526
2260,YMTI,ONG,MORNINGTON ISLAND,-16.6625,139.178
726,N66,ONH,ONEONTA MUN,,
3102,RJSR,ONJ,ODATE-NOSHIRO,40.1919,140.371
3946,LTAS,ONQ,CAYCUMA,41.506111,32.088611
2247,YMNK,ONR,MONKIRA,,
2284,YOLW,ONS,ONSLOW,,
292,MPEJ,ONX,COLON,9.35664,-79.8674
120,PAOO,OOK,TOKSOOK BAY,60.541389,-165.087222
2870,POOK,OOK,TOKSOOK BAY,,
3265,YBCG,OOL,GOLD COAST/COOLANGATTA,-28.164444,153.504722
3044,YCOM,OOM,COOMA SNOWY MOUNTAINS,-36.3006,148.974
2250,YMOO,OOR,MORABERREE,,
1032,NGON,OOT,ONOTOA,,
2281,YOEN,OPI,OENPELLI,,
3462,LPPR,OPO,PORTO,41.248055,-8.681389
3204,SASO,ORA,ORAN,-23.152779,-64.32917
3769,ESOE,ORB,OREBRO TABY,59.223733,15.037956
856,LFOJ,ORE,ORLEANS BRICY,47.987778,1.760556
1307,EICK,ORK,CORK,51.841269,-8.491111
1858,EGBK,ORM,NORTHAMPTON SYWELL,,
1582,DAOO,ORN,ORAN ES SENIA,35.623858,-0.621183
3857,FBOR,ORP,ORAPA,-21.2667,25.3167
121,PAOR,ORT,NORTHWAY,62.961334,-141.929136
2922,OPOR,ORW,ORMARA,25.2747,64.586
3328,SBTB,ORX,ORIXIMINA-TROMBETAS,-1.4896,-56.396803
4046,SNOX,ORX,ORIXIMINA,-1.714167,-55.836111
868,LFPO,ORY,PARIS ORLY,48.725278,2.359444
3090,RJOO,OSA,OSAKA,34.785528,135.438222
613,ESNZ,OSD,OSTERSUND,63.1944,14.5003
3774,ESPC,OSD,OSTERSUND,,
3700,LDOS,OSI,OSIJEK KLISA,45.462667,18.810156
3751,ESMO,OSK,OSKARSHAMN,57.350453,16.497972
1352,ENGM,OSL,OSLO GARDERMOEN,60.193917,11.100361
3122,RKSO,OSN,OSAN,37.090617,127.029594
1169,LKMT,OSR,OSTRAVA MOSNOV,49.696292,18.111053
227,UAFO,OSS,OSH,40.608989,72.793269
2146,EBOS,OST,OOSTENDE,51.198889,2.862222
1416,UWOR,OSW,ORSK,51.0725,58.5956
1365,ENNM,OSY,NAMSOS,64.4722,11.5786
2470,FTTL,OTC,BOL BERIM,,
3481,LROP,OTP,BUCHAREST(OTOPENI),44.572161,26.102178
122,PAOT,OTZ,KOTZEBUE,66.884678,-162.59855
1771,DFFD,OUA,OUAGADOUGOU,12.353194,-1.512417
3399,GMFO,OUD,OUJDA,34.78715,-1.923986
3862,FCOU,OUE,OUESSO,1.615994,16.037917
3833,FAOH,OUH,OUDTSHOORN,-33.606967,22.188978
123,PAOU,OUL,NELSON LAGOON,56.0075,-161.160278
1839,EFOU,OUL,OULU,64.930061,25.354564
1198,FKKI,OUR,BATOURI,,
3304,SBOU,OUS,OURINHOUS,,
2472,FTTS,OUT,BOUSSO,,
1278,UNNT,OVB,NOVOSIBIRSK,55.012622,82.650656
3710,LEAS,OVD,ASTURIAS,43.563567,-6.034622
4090,FAOB,OVG,OVERBERG AB,-34.554861,20.250681
474,EGTK,OXF,OXFORD KIDLINGTON,51.836944,-1.32
2248,YMNY,OXY,MORNEY,,
3205,SATG,OYA,GOYA,-29.099472,-59.250583
1260,FOGO,OYE,OYEM,1.543108,11.581361
3303,SBOI,OYK,OIAPOQUE,3.855486,-51.796867
328,HKMY,OYL,MOYALE LOWER,3.465,39.105
3929,GMAZ,OZG,ZAGORA,30.330556,-5.838056
2037,UKDE,OZH,MOKRAYA,47.867,35.3157
755,LEMO,OZP,SEVILLE MORON,37.174917,-5.615944
3407,GMMZ,OZZ,OUARZAZATE,30.939053,-6.909431
1423,VABI,PAB,BILASPUR,21.9884,82.110983
294,MPMG,PAC,PANAMA CITY-MARCOS A GELABERT,8.973339,-79.555583
2178,EDLP,PAD,PADERBORN LIPPSTAD,51.614089,8.616317
3157,RPMP,PAG,PAGADIAN,7.827197,123.458294
1944,OPPC,PAJ,PARACHINAR,33.9021,70.0716
2383,VTSK,PAN,PATTANI,6.785458,101.153569
302,MTPP,PAP,PORT AU PRINCE,18.58005,-72.292542
45,PAAQ,PAQ,PALMER MUNI,61.594914,-149.088711
124,PAPA,PAQ,PALMER MUNI,,
700,LGPA,PAS,PAROS,37.010278,25.127778
1467,VEPT,PAT,PATNA,25.591317,85.087992
3334,SBUF,PAV,PAULO AFONSO,-9.400878,-38.250575
3595,MMPA,PAZ,POZA RICA,20.602671,-97.460839
3596,MMPB,PBC,PUEBLA,19.158144,-98.371447
1438,VAPR,PBD,PORBANDAR,21.648675,69.657219
2633,VQPR,PBH,PARO BHUTAN,27.403192,89.424606
175,SVPC,PBL,GENERAL BARTOLOME SALOM INTL,10.4805,-68.073025
2734,SMJP,PBM,PARAMARIBO JOHAN,5.452831,-55.187783
1253,FNPA,PBN,PORTO AMBOIM,-10.721956,13.765528
19,YPBO,PBO,PARABURDOO,-23.1711,117.745
3547,MGPB,PBR,PUERTO BARRIOS,15.730878,-88.583767
3919,VYPT,PBU,PUTAO,27.329922,97.426269
3835,FAPG,PBZ,PLETTENBERG BAY,-34.090279,23.327778
3536,MMPC,PCA,INGENIERO JUAN GUILLERMO VILLA,20.0772,-98.782814
2745,SPCL,PCL,PUCALLPA,-8.377939,-74.574297
2703,SKPC,PCR,PUERTO CARRENO,6.184717,-67.493164
345,39N,PCT,PRINCETON,,
896,WIMG,PDG,PADANG TABING,-0.874989,100.351881
4061,WIPT,PDG,MINANGKABAU INTL,-0.786917,100.281
3460,LPPD,PDL,PONTA DELGADA,37.741184,-25.69787
2777,SUPE,PDP,EL JAGUEL INTL,-34.917,-54.917
3920,SULS,PDP,CAPITAN CURBELO INTL,-34.855139,-55.094278
3537,MMPG,PDS,PIEDRAS NEGRAS,28.627394,-100.535211
2778,SUPU,PDU,PAYSANDU,,
1144,LBPD,PDV,PLOVDIV,42.067806,24.850833
701,LKPD,PED,PARDUBICE,50.013419,15.738647
403,USPP,PEE,PERM/BOLSHOYE SAVINO,57.914517,56.021214
1162,LIRZ,PEG,PERUGIA,43.095906,12.513222
2704,SKPE,PEI,PEREIRA,4.812675,-75.739519
2340,ZBAA,PEK,BEIJING-CAPITAL,40.080111,116.584556
2762,SPTU,PEM,PADRE ALDAMIZ,-12.613611,-69.228611
3255,WMKP,PEN,PENANG,5.297139,100.276864
29,YPPH,PER,PERTH,-31.940278,115.966944
271,ULPB,PES,PETROZAVODSK/BESOVETS,61.8852,34.1547
3308,SBPK,PET,PELOTAS,-31.718353,-52.327689
2925,OPPS,PEW,PESHAWAR,33.993911,71.514581
4032,SBPF,PFB,LAURO KURTZ,-28.243989,-52.326558
374,BIPA,PFJ,PATREKSFJORDUR,65.555833,-23.965
1105,LCPH,PFO,PAFOS,34.718039,32.485731
3987,OITP,PFQ,PARSABADE MOGHAN,39.603606,47.8815
2970,W99,PGC,GRANT CO,,
843,LFMP,PGF,PERPIGNAN RIVESALT,42.740442,2.870667
2606,VIPT,PGH,PANTNAGAR-NAINITAL,29.033408,79.473744
3212,WIPK,PGK,PANGKALPINANG/DIPATI AMIR,-2.1622,106.139064
3985,OIBP,PGU,KHALIJE-FARS,27.379444,52.7375
791,LFBX,PGX,PERIGUEUX-BASSILLAC,45.198055,0.815556
3275,SBGS,PGZ,PONTA GROSSA,,
3306,SBPB,PHB,PARNAIBA,-2.893747,-41.731961
2122,DNPO,PHC,PORT HARCOURT,5.015494,6.949594
28,YPPD,PHE,PORT HEDLAND,-20.377778,118.626389
130,PAPO,PHO,POINT HOPE,,
2647,VTPP,PHS,PHITSANULOK,16.782939,100.279122
3836,FAPH,PHW,PHALABORWA/HENDRIK VAN ECK,-23.937166,31.15539
2375,VTPB,PHY,PHETCHABUN,16.676028,101.195108
455,EGPK,PIK,PRESTWICK,55.509444,-4.586667
4050,SWPI,PIN,PARINTINS,-2.627778,-56.735833
2759,SPSO,PIO,PISCO,-13.744864,-76.220284
2873,PPNP,PIP,PILOT POINT,,
781,LFBI,PIS,POITIERS-BIARD,46.587745,0.306666
2763,SPUR,PIU,CAPITAN CONCHA-PIURA,-5.20575,-80.616444
2416,CZMN,PIW,PIKWITONEI,,
3461,LPPI,PIX,PICCO,38.554333,-28.441333
2871,PPIZ,PIZ,POINT LAY LRRS DEW STATION,69.732875,-163.005342
619,ESUP,PJA,PAJALA,67.2456,23.0689
3692,SGPJ,PJC,PEDRO JUAN CABALLERO,-22.641389,-55.829722
2923,OPPG,PJG,PANJGUR,26.954547,64.132517
127,PAPK,PKA,NAPASKIAK,,
2872,PPKA,PKA,NAPASKIAK,,
249,UHPP,PKC,PETROPAVLOVSK-KAMCHATSKY,53.167889,158.453669
25,YPKS,PKE,PARKES,-33.1314,148.239
2015,UACP,PKK,PETROPAVLOVSK,54.7747,69.1839
4060,WAOI,PKN,ISKANDAR,-2.705197,111.673208
2404,DBBP,PKO,PARAKOU,,
4054,VNPK,PKR,POKHARA,28.200881,83.982056
2293,YPKT,PKT,PORT KEATS,,
888,WIBB,PKU,PEKANBARU/SULTAN SYARIF KASIM,0.460786,101.444539
270,ULOO,PKV,PSKOV,57.783917,28.395614
633,FBSP,PKW,SELEBI-PHIKWE,-22.05835,27.828767
1500,WAOP,PKY,PALANGKARAYA/TJILIK RIWUT,-2.225128,113.942661
2611,VLPS,PKZ,PAKSE,15.132053,105.781417
2707,SKPR,PLC,PUERTO BERRIO,,
2471,FTTP,PLF,PALA,,
1882,EGHD,PLH,PLYMOUTH ROBOROUGH,50.422778,-4.105833
3297,SBMN,PLL,MANAUS-PONTA PALEDA,-3.146042,-59.9863
3214,WIPP,PLM,PALEMBANG,-2.89825,104.699903
2294,YPLC,PLO,PORT LINCOLN,-34.6053,135.88
3802,EYPA,PLQ,PALANGA,55.973228,21.093856
3230,MBPV,PLS,PROVIDENCIALES,21.773625,-72.265886
2040,UKHP,PLV,POLTAVA,49.34261,34.23551
1496,WAML,PLW,PALU,-0.918542,119.909642
2020,UASS,PLX,SEMIPALATINSK,50.3513,80.2344
379,C65,PLY,PLYMOUTH MUN,,
3834,FAPE,PLZ,PORT ELIZABETH,-33.984919,25.617275
2458,FQPB,PMA,PEMBA,-12.986753,40.522492
3362,SCTE,PMC,PUERTO MONTT,-41.438886,-73.093953
1523,LIMP,PMF,PARMA,44.824483,10.296367
3310,SBPP,PMG,PONTA PORA INTL,-22.549639,-55.702614
756,LEPA,PMI,PALMA DE MALLORCA,39.55361,2.727778
2290,YPAM,PMK,PALM ISLAND,-18.7553,146.581
3682,LICJ,PMO,PALERMO PUNTA RAISI,38.175958,13.091019
1065,NZPM,PMR,PALMERSTON NORTH,-40.320556,175.616944
162,OSPR,PMS,PALMYRA,34.557361,38.316889
171,SVMG,PMV,MARGARITA DEL CARIBE INTL,10.912926,-63.967581
1998,SBPJ,PMW,PALMAS/BRIGADEIRO L. RODRIGUES,-10.241667,-48.35278
2538,SAVY,PMY,PUERTO MADRYN,-42.759161,-65.102725
757,LEPP,PNA,NOAIN-PAMPLONA,42.770039,-1.646331
4033,SBPN,PNB,PORTO NACIONAL,-10.719417,-48.399736
4048,SSPG,PNG,PARANAGUA,,
1446,VDPP,PNH,PHNOM PENH INTERNATIONAL,11.546556,104.844139
2892,PTPN,PNI,POHNPEI INTERNATIONAL,6.9851,158.208989
1268,FPNI,PNI,POHNPEI INTL,,
3210,WIOO,PNK,PONTIANAK SUPADIO,-0.150711,109.403892
3681,LICG,PNL,PANTELLERIA,36.816519,11.968864
129,PAPN,PNP,PILOT POINT,57.585393,-157.571944
4074,AYGR,PNP,GIRUA,-8.80454,148.309
1437,VAPO,PNQ,PUNE(POONA),18.582111,73.919697
3863,FCPP,PNR,POINTE NOIRE,-4.816028,11.886597
4037,SCNT,PNT,TENIENTE JULIO GALLARDO,-51.733333,-72.516667
3937,U55,PNU,PANGUITCH MUN,,
623,F39,PNX,GRAYSON CO,,
3309,SBPL,PNZ,PETROLINA,-9.362411,-40.569097
3305,SBPA,POA,PORTO ALEGRE SALGADO FILHO,-29.994428,-51.171428
645,GOSP,POD,PODOR,,
1263,FOOG,POG,PORT GENTIL,-0.711739,8.754383
2727,SLPO,POI,POTOSI-CAPITAN NICOLAS ROJAS,-19.543069,-65.723706
1133,HTPE,POL,PEMBA,-5.257264,39.811417
1287,AYPY,POM,PORT MORESBY,-9.443383,147.22005
3307,SBPC,POO,POCOS DE CALDAS,-21.843014,-46.567917
3544,MDPP,POP,PUERTO PLATA,19.7579,-70.570033
1840,EFPO,POR,PORI,61.461686,21.799983
220,TTPP,POS,PORT OF SPAIN-PIARCO,10.595369,-61.337242
713,LZPW,POV,PRESOV,,
1165,LJPZ,POW,PORTOROZ,45.473353,13.614978
869,LFPT,POX,PONTOISE CORMEILLE-EN-VEXIN,49.096647,2.040833
3379,EPPO,POZ,POZNAN,52.421031,16.826325
2591,SBDN,PPB,PRESIDENTE PRUDENTE,-22.175056,-51.424639
2874,PPPC,PPC,PROSPECT CREEK,,
1971,PAPR,PPC,PROSPECT CREEK,66.814167,-150.643611
4111,MMPE,PPE,DEL MAR DE CORTES INTL,31.351878,-113.525728
1037,NSTU,PPG,PAGO PAGO INTL,-14.331,-170.7105
2291,YPIR,PPI,PORT PIRIE,,
2706,SKPP,PPN,POPAYAN,2.4544,-76.609319
3890,YBPN,PPP,PROSPERINE/WHITSUNDAY COAST,-20.495,148.552222
3975,NZPP,PPQ,PARAPARAUMU,-40.904722,174.989167
3174,RPVP,PPS,PUERTO PRINCESA,9.742119,118.758731
1038,NTAA,PPT,TAHITI,-17.556667,-149.611389
3931,VYPP,PPU,HPAPUN,,
1871,EGEP,PPW,PAPA WESTRAY,59.3517,-2.90028
2398,VVPQ,PQC,PHU QUOC,10.227025,103.967169
2295,YPMQ,PQQ,PORT MACQUARIE,-31.4358,152.863
3179,SAAP,PRA,PARANA,-31.794778,-60.480361
1170,LKPR,PRG,PRAGUE RUZYNE,50.100833,14.26
2644,VTCP,PRH,PHRAE,18.132169,100.164664
2463,FSPP,PRI,PRASLIN,-4.319292,55.691417
504,BKPR,PRN,PRISTINA,,
712,LYPR,PRN,PRISTINA,42.572778,21.035833
817,LFKO,PRP,PROPRIANO-TAVARIA,41.660558,8.889747
702,LKPO,PRV,PREROV,49.425833,17.404722
3851,FAWB,PRY,WONDERBOOM/PRETORIA,-25.653858,28.224231
1997,S39,PRZ,PRINEVILLE,,
989,LIRP,PSA,PISA,43.683917,10.39275
311,HEPS,PSD,PORT SAID,31.279444,32.24
206,TJPS,PSE,MERCEDITA,18.008306,-66.563028
2880,PRPS,PSE,MERCEDITA,,
125,PAPG,PSG,PETERSBURG,56.801667,-132.945278
1812,EDXO,PSH,ST.PETER-ORDING,54.3089,8.68694
2924,OPPI,PSI,PASNI,25.290487,63.345083
461,EGPT,PSL,PERTH/SCONE,,
2708,SKPS,PSO,PASTO-ANTONIO NARINO,1.396247,-77.291478
3676,LIBP,PSR,PESCARA,42.431656,14.181067
3201,SARP,PSS,POSADOS,-27.385839,-55.970728
2728,SLPS,PSZ,PUERTO SUAREZ-CAP AV S OGAYA,-18.975281,-57.820586
126,PAPH,PTH,PORT HEIDEN,56.9591,-158.633
4068,YPOD,PTJ,PORTLAND,-38.3181,141.471
2768,SSPB,PTO,PATO BRANCO,,
197,TFFR,PTP,POINTE A PITRE,16.265306,-61.531806
128,PAPM,PTU,PLATINUM,59.011356,-161.819664
2705,SKPI,PTX,PITALITO,1.857769,-76.085719
295,MPTO,PTY,PANAMA CY INTL-TOCUMEN,9.071364,-79.383453
4041,SESM,PTZ,RIO AMAZONAS,,
1759,SAWD,PUD,PUERTO DESEADO,-47.735292,-65.904097
787,LFBP,PUF,PAU PYRENEES,43.38,-0.418611
2289,YPAG,PUG,PORT AUGUSTA,-32.506944,137.716667
3543,MDPC,PUJ,PUNTA CANA,18.567367,-68.363431
131,PAPU,PUO,PRUDHOE BAY,,
3348,SCCI,PUQ,PUNTA ARENAS,-53.002642,-70.854586
3118,RKPK,PUS,KIMHAE INTL,35.179528,128.938222
3694,SKAS,PUU,PUERTO ASIS,0.505228,-76.500836
3701,LDPL,PUY,PULA,44.893533,13.922192
3951,MNPC,PUZ,PUERTO CABEZAS,14.047194,-83.386722
2952,ZSPD,PVG,SHANGHAI/PUDONG,31.143378,121.805214
3312,SBPV,PVH,PORTO VELHO,-8.709294,-63.902281
2769,SSPI,PVI,PARANAVAI,,
3656,LGPZ,PVK,PREVEZA/AKTION,38.925467,20.765311
3375,SEPV,PVO,PORTOVIEJO-REALES TAMARINDOS,-1.041647,-80.472206
3539,MMPR,PVR,PUERTO VALLARTA,20.680083,-105.254167
247,UHMD,PVS,PROVIDENIYA BAY,64.378139,-173.243306
2029,UHMP,PWE,PEVEK,69.783283,170.597006
2019,UASP,PWQ,PAVLODAR,52.195,77.073889
1977,PAXK,PXK,PAXSON,,
3540,MMPS,PXM,PUERTO ESCONDIDO,15.876861,-97.089117
3463,LPPS,PXO,PORTO SANTO,33.073386,-16.349975
2397,VVPK,PXU,PLEIKU,14.004522,108.017158
174,SVPA,PYH,PUERTO AYACUCHO,5.619992,-67.606103
239,UERP,PYJ,POLYARNY,66.400431,112.030325
3630,LGAD,PYR,ANDRAVIDA,37.920708,21.292583
3837,FAPM,PZB,PIETERMARITZBURG,-29.648975,30.398667
1119,HSPN,PZU,PORT SUDAN,19.4336,37.2341
3223,LZPP,PZY,PIESTANY,48.625247,17.828444
4021,SBBQ,QAK,MAJ BRIG DOORGAL BORGES,-21.267167,-43.761056
775,LFAY,QAM,AMIENS GLISY,49.873019,2.387075
1295,EHDL,QAR,ARNHEM-DEELEN,52.060556,5.873056
1579,DAOI,QAS,ECH CHELIFF,36.212658,1.331775
1533,LIPL,QBS,BRESCIA-GHEDI,45.432167,10.267667
484,EGXC,QCY,CONINGSBY,53.093014,-0.166014
1941,OPDG,QDK,DERA GHAZI KHAN,29.961011,70.485925
470,EGSU,QFO,DUXFORD,,
2741,SNZA,QGR,POUSO ALEGRE,,
2445,RJNG,QGU,GIFU,35.394078,136.869667
838,LFMI,QIE,ISTRES-LE TUBE,43.522736,4.923844
1085,OEJB,QJB,JUBAIL,27.039028,49.405083
1796,EDTK,QKA,KARLSRUHE FORCHHEIM,,
2802,OIIP,QKC,PAYAM,,
2144,EBKT,QKT,KORTRIJK WEVELGEM,50.817222,3.204722
1887,EGHL,QLA,LASHAM,51.187167,-1.0335
987,LIRL,QLT,LATINA,41.542436,12.909019
3489,LSGN,QNC,NEUCHATEL,46.9575,6.86472
823,LFLI,QNJ,ANNEMASSE,46.191972,6.268386
825,LFLM,QNX,MACON CHARNAY,46.295103,4.795767
2770,SSSB,QOJ,SAO BORJA,,
2115,DNIM,QOW,OWERRI IMO,5.42706,7.20603
621,ETSM,QOX,MEMMINGEN AB,,
1538,LIPU,QPA,PADOVA,45.395767,11.847903
3257,WSAP,QPG,PAYA LEBAR,1.360417,103.90953
3668,LHPP,QPJ,PECS-PEGANY,45.990928,18.240983
3342,SBYS,QPS,PIRASCUNUNGA-FONTENELLE AB,-21.984561,-47.334764
1524,LIMS,QPZ,PIACENZA,44.913055,9.723333
627,FAGM,QRA,RAND,-26.242506,28.151169
17,YNRM,QRM,NARROMINE,,
3233,MMQT,QRO,INTERCONTINENTAL DE QUERETARO,20.617289,-100.185658
3366,SDRS,QRZ,RESENDE,,
3318,SBSA,QSC,SAO CARLOS-FRAN LOPES,,
3943,LIRI,QSE,PONTECAGNANO,40.6204,14.911294
4083,DAAS,QSF,8 MAI 45,36.1781,5.32449
4009,RKNC,QUN,A-306,,
3110,RJTU,QUT,UTSUNOMIYA,,
479,EGUY,QUY,WYTON,52.357167,-0.107833
1402,EGXE,QXL,LEEMING,54.292383,-1.5354
870,LFQB,QYR,TROYES BARBEREY,48.322136,4.016703
3670,LHUD,QZD,SZEGED,,
1288,AYRB,RAB,RABAUL,,
4077,AYTK,RAB,TOKUA,-4.34046,152.38
1093,OERR,RAE,ARAR,30.906589,41.138217
1091,OERF,RAH,RAFHA,29.626419,43.490614
649,GVFM,RAI,FRANCISCO MENDES,,
